"","male1","","male2",""
"","mean","sd","mean","sd"
"emp==     1.0000","0.941","0.235","0.843","0.364"
"emp==     2.0000","0.059","0.235","0.157","0.364"
"RECODE of age1mg (Age at First Marriage)","27.435","4.531","27.047","4.156"
"bage1","30.128","4.747","28.987","4.471"
"Observations","4117","","2989",""
